student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category
S04569,Female,17,Master,High,No,Noisy,3.5,90.6,5.75,3.3,77.3,68.8,1,No,45.5,41.6,44.7,41.5,46.5,1.7,Fail,F
S04570,Male,15,Bachelor,Low,Yes,Moderate,0.81,76.9,6.68,0.0,76.2,55.5,6,No,23.8,30.9,27.3,36.4,26.1,0.81,Fail,F
S04571,Female,16,High School,Low,No,Noisy,2.5,50.8,6.35,1.9,100.0,80.3,2,No,23.2,25.5,39.2,40.3,32.6,1.34,Fail,F
S04572,Female,15,Master,Low,Yes,Quiet,2.86,83.9,8.18,2.9,93.6,61.1,2,Yes,41.5,46.2,46.8,38.9,43.3,1.42,Fail,F
S04573,Male,15,Bachelor,Medium,Yes,Quiet,3.56,83.2,8.7,1.6,90.4,70.4,1,Yes,46.0,49.1,53.6,47.7,48.0,2.06,Fail,F
S04574,Male,18,Master,Medium,Yes,Noisy,4.33,86.6,7.04,1.9,83.0,81.5,4,No,58.3,43.9,42.2,46.8,46.9,1.71,Fail,F
S04575,Male,18,High School,Medium,Yes,Quiet,4.15,100.0,7.4,4.0,82.9,58.0,7,No,64.4,66.4,62.2,73.3,65.8,2.38,Pass,C
S04576,Male,15,High School,High,No,Quiet,2.3,84.5,5.53,2.4,66.4,71.6,3,Yes,32.7,22.6,36.2,39.4,34.9,0.89,Fail,F
S04577,Male,17,PhD,Medium,Yes,Moderate,2.33,91.9,7.3,4.3,93.1,54.4,3,No,28.4,33.7,32.7,23.1,30.4,2.09,Fail,F
S04578,Male,18,Bachelor,High,Yes,Quiet,4.69,88.8,6.74,5.0,74.4,65.1,3,No,54.7,51.2,77.0,56.7,61.4,2.64,Pass,D
S04579,Female,15,High School,Low,Yes,Noisy,2.57,71.2,8.36,3.3,60.8,63.3,1,No,45.2,13.7,18.2,25.1,27.9,1.25,Fail,F
S04580,Female,18,High School,Low,Yes,Moderate,1.7,72.1,6.77,2.1,77.8,88.4,2,Yes,38.9,22.8,25.8,36.8,25.5,0.7,Fail,F
S04581,Male,15,Bachelor,Medium,No,Noisy,2.75,96.5,6.18,4.9,80.2,73.3,3,No,56.4,57.3,41.0,45.7,51.0,1.97,Pass,D
S04582,Female,18,High School,Low,Yes,Noisy,4.62,76.2,5.66,0.0,100.0,60.1,6,No,79.0,79.5,66.4,84.2,79.2,3.09,Pass,C
S04583,Male,18,Bachelor,Medium,Yes,Quiet,1.91,88.7,7.18,0.2,92.8,63.9,1,Yes,50.8,43.6,47.0,52.5,47.5,2.32,Fail,F
S04584,Female,16,Bachelor,High,Yes,Moderate,2.49,74.8,6.46,3.7,65.2,85.4,4,No,54.2,39.1,52.1,51.1,51.3,1.56,Pass,D
S04585,Female,15,Master,Low,Yes,Quiet,1.96,92.5,8.22,6.2,95.6,46.6,1,Yes,38.3,26.9,31.3,28.3,31.1,1.27,Fail,F
S04586,Male,15,High School,Medium,Yes,Quiet,4.15,87.5,7.63,3.5,41.1,58.0,0,Yes,37.8,45.6,44.5,35.9,40.5,1.61,Fail,F
S04587,Male,15,PhD,Medium,Yes,Noisy,3.35,82.0,6.9,2.8,86.2,54.4,3,No,47.6,44.8,46.4,48.6,48.3,1.67,Fail,F
S04588,Male,15,High School,Low,Yes,Quiet,4.11,91.7,7.63,1.8,69.7,72.6,1,No,56.7,71.1,69.9,57.7,65.1,2.69,Pass,C
S04589,Female,18,Bachelor,Medium,Yes,Quiet,4.88,87.6,8.74,3.3,58.9,72.0,2,No,70.0,65.8,67.3,61.0,68.8,2.67,Pass,C
S04590,Male,16,High School,High,Yes,Quiet,1.19,77.8,5.84,4.2,62.3,67.9,1,Yes,52.6,51.3,54.0,55.2,52.7,2.24,Pass,D
S04591,Female,16,Bachelor,Medium,Yes,Quiet,2.09,85.1,6.36,3.6,100.0,69.0,3,No,58.6,51.5,52.9,53.9,58.1,2.51,Pass,D
S04592,Male,17,PhD,Medium,Yes,Moderate,2.48,91.7,8.94,2.6,86.8,50.0,0,No,46.0,64.0,47.1,50.0,49.5,1.83,Fail,F
S04593,Female,15,Master,High,Yes,Moderate,3.08,96.1,6.25,4.1,85.7,56.1,2,No,36.9,58.4,53.7,42.4,46.4,2.09,Fail,F
S04594,Female,17,Bachelor,Medium,Yes,Moderate,3.61,83.7,7.66,3.0,94.5,78.9,0,Yes,63.3,55.4,69.8,55.1,61.6,2.49,Pass,D
S04595,Male,18,Bachelor,Low,Yes,Noisy,2.41,100.0,8.19,3.3,76.5,48.2,2,No,34.6,45.6,37.2,38.5,40.4,1.84,Fail,F
S04596,Female,17,Master,Medium,No,Quiet,2.17,77.6,6.98,4.0,100.0,66.1,2,Yes,52.1,38.9,33.9,41.2,40.1,1.89,Fail,F
S04597,Female,15,Master,Medium,Yes,Quiet,4.15,69.4,7.69,1.1,76.7,84.5,1,No,70.1,58.5,68.2,66.0,67.2,2.58,Pass,C
S04598,Male,16,PhD,Medium,No,Quiet,3.66,70.9,6.71,2.5,40.0,73.3,1,No,40.3,48.5,29.8,32.6,39.3,1.89,Fail,F
S04599,Female,16,High School,Medium,Yes,Moderate,3.38,84.9,8.82,2.7,100.0,59.9,2,No,45.5,44.0,52.7,44.6,47.8,2.16,Fail,F
S04600,Male,15,PhD,Low,Yes,Moderate,0.5,85.1,6.56,0.7,40.0,80.9,0,Yes,20.1,15.4,24.0,38.1,21.1,1.12,Fail,F
S04601,Male,18,High School,Medium,Yes,Noisy,4.45,86.3,6.05,0.9,76.0,59.3,2,No,37.4,37.1,32.3,54.2,42.8,1.41,Fail,F
S04602,Male,15,High School,Medium,Yes,Moderate,3.22,78.3,7.89,1.6,91.3,70.9,3,No,59.8,53.8,54.2,42.2,57.7,2.04,Pass,D
S04603,Male,18,High School,Medium,Yes,Quiet,2.81,100.0,7.71,4.1,44.7,58.4,2,No,62.8,76.1,62.2,59.4,64.2,2.18,Pass,D
S04604,Female,16,High School,High,Yes,Quiet,2.02,100.0,7.15,2.2,77.8,47.8,2,No,35.6,32.3,34.6,34.4,30.6,1.28,Fail,F
S04605,Female,18,Master,High,Yes,Moderate,2.24,73.6,7.03,2.7,77.6,68.3,2,No,46.2,57.5,44.3,36.1,47.7,1.95,Fail,F
S04606,Female,15,Master,Medium,Yes,Moderate,1.93,84.0,6.5,3.0,93.8,88.2,2,Yes,21.2,27.3,36.3,35.9,29.1,1.24,Fail,F
S04607,Male,15,Master,Medium,Yes,Quiet,0.6,85.5,6.27,3.4,87.2,87.2,2,No,44.5,32.7,41.2,34.1,35.0,1.44,Fail,F
S04608,Female,15,Bachelor,Medium,Yes,Moderate,2.02,91.9,6.39,3.3,59.9,81.1,1,No,28.6,42.2,43.0,38.3,39.1,1.54,Fail,F
S04609,Female,18,Bachelor,Medium,No,Noisy,1.08,69.8,7.31,2.6,70.3,80.8,1,No,39.9,44.1,42.7,35.6,39.9,1.41,Fail,F
S04610,Male,18,Bachelor,High,Yes,Moderate,2.93,67.9,6.79,2.3,63.9,81.4,2,No,71.4,47.7,55.6,49.0,54.1,2.37,Pass,D
S04611,Male,18,High School,Medium,Yes,Moderate,1.62,72.8,5.51,4.1,52.1,67.0,3,No,27.5,18.0,14.9,13.0,19.9,0.75,Fail,F
S04612,Female,16,Master,Low,Yes,Moderate,3.88,100.0,6.58,1.8,70.2,51.4,0,Yes,50.2,61.5,50.3,55.6,54.2,2.32,Pass,D
S04613,Male,17,Bachelor,Medium,Yes,Quiet,1.0,78.5,6.79,4.5,100.0,72.5,2,No,35.2,41.3,31.5,18.4,33.6,1.15,Fail,F
S04614,Male,17,Bachelor,Medium,Yes,Quiet,4.43,93.1,7.51,1.6,86.7,84.1,2,Yes,68.9,58.9,69.2,58.9,65.3,2.28,Pass,C
S04615,Male,15,Bachelor,Medium,Yes,Quiet,4.0,90.9,7.29,2.1,86.4,83.0,4,No,60.8,54.5,56.3,64.7,57.9,2.45,Pass,D
S04616,Male,16,Master,Medium,Yes,Quiet,1.72,83.2,8.76,3.6,61.8,73.5,0,No,19.0,23.4,22.7,30.8,24.3,0.71,Fail,F
S04617,Female,18,High School,Low,Yes,Noisy,2.89,93.3,6.02,6.0,50.7,75.1,1,No,48.9,32.0,41.2,38.4,41.9,1.7,Fail,F
S04618,Male,15,High School,Low,Yes,Quiet,1.97,72.7,7.55,0.0,88.5,49.0,0,No,47.3,39.4,48.8,42.8,44.8,1.86,Fail,F
S04619,Male,16,Master,Medium,Yes,Moderate,3.69,80.3,7.63,3.8,95.1,93.4,4,No,55.2,64.5,58.1,65.7,58.7,2.31,Pass,D
S04620,Male,15,Bachelor,Medium,No,Moderate,5.16,62.8,7.28,3.2,82.4,68.3,4,Yes,58.8,62.2,60.8,59.5,60.5,2.72,Pass,D
S04621,Male,16,Master,Low,Yes,Moderate,4.42,86.0,6.7,1.8,91.4,38.4,0,No,53.1,51.4,55.1,50.4,52.4,2.21,Pass,D
S04622,Male,16,High School,High,Yes,Moderate,2.17,77.1,6.32,3.0,75.0,67.9,4,No,36.7,29.7,45.7,21.1,31.2,1.21,Fail,F
S04623,Male,17,High School,Medium,Yes,Moderate,3.14,100.0,6.96,0.7,80.8,71.2,3,No,68.5,61.1,63.8,52.0,61.3,2.32,Pass,D
S04624,Male,15,Master,High,Yes,Moderate,4.83,85.6,5.21,1.3,69.2,78.1,1,No,63.9,49.5,61.7,68.5,60.2,2.37,Pass,D
S04625,Male,18,Bachelor,Low,Yes,Noisy,3.63,93.2,6.08,3.1,85.8,68.9,2,No,49.2,50.6,58.2,44.9,51.6,1.98,Pass,D
S04626,Female,17,Bachelor,Low,Yes,Quiet,4.21,91.5,6.03,1.0,77.2,61.3,4,No,67.3,66.3,65.6,69.7,67.7,2.6,Pass,C
S04627,Male,17,High School,Medium,Yes,Quiet,3.78,84.2,7.5,2.7,89.1,62.1,3,No,57.1,56.0,60.1,42.1,51.8,2.03,Pass,D
S04628,Female,18,High School,Low,Yes,Moderate,3.09,94.9,7.63,1.5,91.7,70.0,1,Yes,53.6,48.9,61.0,57.0,58.0,2.57,Pass,D
S04629,Male,16,Bachelor,High,Yes,Quiet,2.92,85.3,5.93,1.8,74.7,67.3,2,No,55.0,61.6,63.2,45.2,55.8,2.57,Pass,D
S04630,Male,18,High School,Low,Yes,Moderate,1.55,89.8,5.69,4.1,87.7,99.9,3,No,57.5,47.8,50.9,46.2,46.7,1.81,Fail,F
S04631,Male,15,Master,Medium,Yes,Noisy,2.08,100.0,5.54,0.8,69.6,65.1,0,No,53.0,39.5,47.9,49.9,46.9,1.94,Fail,F
S04632,Male,18,Master,High,Yes,Moderate,1.92,86.9,7.98,2.4,100.0,58.5,2,No,47.8,37.3,42.7,31.2,38.7,1.38,Fail,F
S04633,Female,16,High School,Medium,No,Noisy,2.58,79.7,7.92,3.2,100.0,86.3,3,No,44.3,37.2,50.5,45.9,43.5,2.01,Fail,F
S04634,Male,18,Bachelor,Low,No,Quiet,3.12,77.9,7.65,2.9,84.4,70.0,1,No,58.3,38.2,40.3,46.4,44.9,1.56,Fail,F
S04635,Male,16,Bachelor,Medium,Yes,Quiet,2.87,84.2,8.5,1.6,68.6,83.7,2,No,42.7,35.0,41.7,45.6,41.9,1.75,Fail,F
S04636,Female,16,High School,Medium,Yes,Moderate,3.26,86.2,8.78,3.0,83.7,68.7,4,Yes,50.9,46.0,52.6,40.7,49.7,1.93,Fail,F
S04637,Female,15,High School,Low,Yes,Noisy,3.8,85.6,6.01,1.0,61.8,80.8,1,Yes,59.0,56.4,56.3,45.3,52.7,2.16,Pass,D
S04638,Male,18,Bachelor,Medium,Yes,Moderate,2.5,69.2,6.61,1.8,86.1,88.9,2,No,48.2,56.3,44.1,47.7,48.9,2.24,Fail,F
S04639,Female,18,Bachelor,High,Yes,Noisy,3.89,62.4,7.78,4.9,48.0,91.4,3,Yes,32.7,40.8,38.4,37.9,36.8,1.48,Fail,F
S04640,Female,15,Bachelor,High,Yes,Noisy,4.37,75.3,4.24,3.5,63.8,81.4,0,Yes,57.1,57.6,60.3,77.9,61.6,2.24,Pass,D
S04641,Female,16,Bachelor,Low,No,Moderate,3.5,85.6,6.75,2.5,85.5,38.9,3,No,48.7,43.8,50.5,42.3,45.3,1.86,Fail,F
S04642,Male,18,Master,Low,Yes,Quiet,2.35,85.6,7.96,3.2,100.0,47.3,2,No,36.3,44.0,39.5,44.3,45.5,1.79,Fail,F
S04643,Male,15,Master,Low,Yes,Moderate,4.14,89.5,6.65,1.3,85.5,74.5,4,No,55.5,67.1,66.4,59.1,60.6,2.4,Pass,D
S04644,Male,16,Bachelor,Medium,Yes,Noisy,3.58,88.6,7.73,2.9,75.2,48.1,2,Yes,28.9,33.5,36.2,45.6,38.5,1.34,Fail,F
S04645,Female,15,Master,Medium,No,Quiet,3.74,80.0,5.0,1.8,65.5,53.7,2,No,34.3,35.9,36.2,31.7,30.6,1.2,Fail,F
S04646,Male,18,High School,High,Yes,Moderate,4.84,74.8,7.28,1.6,72.3,83.5,2,Yes,51.7,50.0,55.2,53.8,51.2,2.1,Pass,D
S04647,Female,15,Master,Medium,Yes,Moderate,3.85,90.2,6.54,2.3,53.5,60.0,1,No,35.8,50.6,47.1,48.0,47.7,2.29,Fail,F
S04648,Male,17,Bachelor,Low,Yes,Quiet,4.89,87.3,6.77,1.6,74.0,61.5,4,Yes,60.9,43.5,44.1,43.2,48.4,1.8,Fail,F
S04649,Male,16,Master,Medium,Yes,Moderate,2.82,74.1,6.05,2.7,100.0,64.1,2,No,27.1,42.3,27.6,34.0,30.8,0.77,Fail,F
S04650,Female,17,Bachelor,Low,Yes,Quiet,2.48,91.2,8.6,3.1,81.9,88.2,2,Yes,47.4,73.4,71.3,71.7,64.1,2.6,Pass,D
S04651,Male,17,High School,Low,Yes,Noisy,4.38,94.6,7.07,2.1,86.3,88.9,1,No,92.2,69.4,80.4,72.3,79.5,3.07,Pass,C
S04652,Female,16,Bachelor,Low,Yes,Moderate,1.82,92.9,7.15,0.0,52.1,100.0,0,Yes,49.6,41.6,47.7,61.4,49.8,2.01,Fail,F
S04653,Female,16,High School,Low,Yes,Noisy,5.27,94.6,9.06,1.2,100.0,82.8,2,No,73.9,75.2,67.7,81.2,73.3,3.03,Pass,C
S04654,Male,15,Bachelor,Medium,Yes,Quiet,4.56,77.5,6.08,0.9,100.0,93.7,4,No,69.8,55.5,50.9,74.4,65.2,2.82,Pass,C
S04655,Female,16,Bachelor,Medium,Yes,Quiet,3.11,93.5,7.14,3.1,83.2,59.4,3,No,44.8,42.7,37.9,32.2,37.5,1.27,Fail,F
S04656,Male,17,Master,Low,Yes,Noisy,4.44,83.4,6.32,1.4,89.2,48.9,2,No,53.9,57.3,66.9,70.3,60.5,2.36,Pass,D
S04657,Male,17,Bachelor,High,Yes,Quiet,3.79,100.0,6.27,1.7,70.0,79.1,1,No,62.7,70.9,67.7,60.0,64.7,2.73,Pass,D
S04658,Female,18,Bachelor,Medium,Yes,Quiet,1.45,93.9,7.31,3.8,75.9,67.1,2,Yes,53.4,32.7,44.1,41.1,41.2,1.7,Fail,F
S04659,Male,16,High School,Low,Yes,Quiet,2.02,89.3,6.72,1.3,100.0,95.0,1,No,30.0,41.6,44.5,34.8,36.2,1.55,Fail,F
S04660,Female,17,PhD,Low,Yes,Moderate,3.34,100.0,8.98,2.8,73.0,64.2,1,No,32.1,41.5,41.0,49.8,43.9,1.81,Fail,F
S04661,Male,18,Master,Medium,Yes,Quiet,3.19,79.9,8.78,1.6,100.0,60.8,2,No,55.7,64.0,39.9,46.5,47.5,2.26,Fail,F
S04662,Male,18,Master,High,Yes,Moderate,4.57,90.5,6.84,1.8,100.0,65.6,1,No,66.3,64.0,60.8,76.5,62.7,2.42,Pass,D
S04663,Male,15,High School,Medium,Yes,Moderate,3.36,100.0,5.46,0.8,86.6,69.4,0,No,64.6,62.8,69.1,68.9,65.6,2.55,Pass,C
S04664,Male,17,Bachelor,High,Yes,Moderate,1.48,93.1,6.71,1.7,78.2,70.5,2,No,56.0,24.8,18.7,38.2,32.1,1.67,Fail,F
S04665,Male,15,High School,Medium,Yes,Noisy,2.35,86.5,8.05,3.3,60.1,72.3,2,Yes,72.4,49.7,61.5,62.4,59.4,2.52,Pass,D
S04666,Female,17,Bachelor,Medium,Yes,Quiet,3.89,82.3,6.11,1.1,88.1,90.2,0,No,57.0,73.6,49.4,57.6,59.3,2.32,Pass,D
S04667,Female,15,High School,Medium,Yes,Moderate,0.81,75.3,8.6,1.4,80.2,52.7,2,Yes,50.5,43.2,40.9,44.0,41.3,1.67,Fail,F
S04668,Female,15,Bachelor,Medium,Yes,Quiet,1.31,82.1,7.58,5.8,78.4,83.3,0,No,20.7,28.8,28.1,35.2,26.9,0.99,Fail,F
S04669,Female,16,Bachelor,Medium,Yes,Noisy,2.55,76.8,5.83,2.9,72.8,80.5,1,Yes,55.5,49.6,53.2,54.7,50.0,1.73,Pass,F
S04670,Female,15,High School,High,No,Noisy,4.11,82.7,6.34,3.0,84.5,74.8,3,No,67.1,66.6,77.6,70.5,69.7,2.56,Pass,C
S04671,Female,16,Bachelor,Low,Yes,Quiet,2.74,83.9,6.48,1.6,87.0,76.7,1,No,45.8,54.8,35.2,55.1,46.2,1.19,Fail,F
S04672,Male,18,Master,Medium,Yes,Quiet,3.55,94.9,6.19,4.1,79.5,63.3,3,No,40.2,55.5,51.6,38.3,46.6,1.83,Fail,F
S04673,Male,17,High School,Medium,Yes,Quiet,3.01,80.9,5.85,4.3,97.7,49.1,4,Yes,55.4,29.8,53.4,24.7,42.2,1.32,Fail,F
S04674,Female,18,Master,Medium,Yes,Noisy,2.83,79.0,6.42,1.6,79.7,75.7,1,No,75.0,73.4,60.4,60.9,67.3,2.62,Pass,C
S04675,Female,17,High School,Low,Yes,Moderate,2.22,93.9,6.62,4.1,77.7,62.9,2,No,36.7,44.6,30.5,44.3,37.2,1.65,Fail,F
S04676,Male,18,High School,Medium,Yes,Noisy,4.01,92.0,8.3,4.5,63.1,78.7,0,No,44.9,49.1,48.6,64.8,54.6,2.45,Pass,D
S04677,Male,17,High School,Medium,Yes,Quiet,1.49,82.6,7.44,0.0,76.9,65.2,1,No,49.3,36.6,38.8,38.9,39.1,1.44,Fail,F
S04678,Male,15,Master,Medium,Yes,Moderate,2.72,91.0,7.5,3.8,79.0,82.8,1,No,56.4,40.8,42.4,51.6,45.6,1.5,Fail,F
S04679,Female,17,Bachelor,Medium,Yes,Moderate,4.38,82.4,7.35,1.4,43.1,85.9,6,No,37.7,45.7,53.6,52.8,47.8,2.39,Fail,F
S04680,Female,17,Master,Medium,Yes,Noisy,2.08,82.9,6.2,4.5,87.7,83.9,3,No,51.1,41.5,44.0,42.2,43.3,1.59,Fail,F
S04681,Female,18,Bachelor,Medium,Yes,Quiet,1.13,100.0,8.15,1.3,93.7,88.8,3,Yes,47.0,57.3,33.4,46.2,45.5,1.94,Fail,F
S04682,Male,18,High School,High,Yes,Quiet,0.5,83.6,6.57,3.4,100.0,69.8,1,No,31.4,31.0,42.8,48.6,40.7,1.84,Fail,F
S04683,Male,18,Bachelor,High,Yes,Noisy,3.8,80.9,6.66,0.0,66.1,85.0,1,No,54.5,50.8,49.1,58.6,54.3,2.21,Pass,D
S04684,Female,16,High School,Low,Yes,Quiet,3.88,85.2,7.38,4.2,78.4,64.5,2,Yes,47.1,45.1,42.9,58.5,48.5,1.64,Fail,F
S04685,Female,16,Master,Low,Yes,Moderate,2.59,65.3,9.5,2.6,86.8,61.8,3,Yes,49.4,45.1,39.5,40.1,44.2,2.05,Fail,F
S04686,Male,17,High School,Medium,Yes,Moderate,1.47,83.3,6.43,4.4,79.2,71.2,5,Yes,23.3,24.5,25.5,42.8,31.0,1.23,Fail,F
S04687,Male,17,High School,Medium,Yes,Quiet,2.82,87.5,5.37,1.4,68.8,89.7,1,Yes,35.9,46.6,39.6,28.5,35.5,2.07,Fail,F
S04688,Male,15,Master,High,Yes,Quiet,4.41,100.0,7.29,2.8,58.0,67.0,2,No,54.7,69.4,57.4,71.7,66.7,2.57,Pass,C
S04689,Male,15,PhD,Medium,Yes,Moderate,1.48,85.9,7.68,4.8,81.1,83.6,4,No,46.8,57.9,51.6,42.3,50.0,1.8,Pass,F
S04690,Female,17,High School,High,Yes,Quiet,4.27,89.4,6.57,2.5,98.5,55.0,5,Yes,61.9,52.7,47.6,49.5,54.1,1.85,Pass,D
S04691,Male,16,Master,Low,Yes,Quiet,0.97,88.5,6.41,3.1,80.1,41.9,1,No,39.0,42.5,44.7,22.6,37.2,1.94,Fail,F
S04692,Male,17,High School,Medium,Yes,Moderate,1.64,100.0,5.73,3.5,79.1,62.7,1,No,49.1,45.8,49.3,53.1,51.1,2.11,Pass,D
S04693,Male,15,Master,Low,Yes,Noisy,3.13,95.0,7.34,0.2,85.8,69.2,2,Yes,44.7,38.6,33.7,32.4,39.8,2.04,Fail,F
S04694,Female,16,Bachelor,Low,Yes,Moderate,4.14,70.5,8.94,1.7,91.3,84.9,5,Yes,42.1,45.4,38.1,63.4,50.7,2.12,Pass,D
S04695,Female,16,High School,Medium,Yes,Noisy,4.77,97.3,8.71,4.2,84.9,66.5,1,No,83.3,73.5,80.4,77.2,81.9,3.06,Pass,B
S04696,Male,15,High School,Low,Yes,Noisy,4.19,75.6,7.3,0.0,61.4,94.2,4,Yes,38.2,54.6,52.6,70.2,53.2,2.38,Pass,D
S04697,Male,17,High School,Medium,Yes,Noisy,4.86,78.5,6.58,4.2,86.9,77.5,3,Yes,52.6,71.4,59.5,54.6,58.0,2.41,Pass,D
S04698,Male,18,High School,Medium,Yes,Noisy,3.22,72.0,7.38,1.6,70.6,66.5,0,No,54.6,62.5,57.5,52.9,57.0,1.95,Pass,D
S04699,Female,17,High School,High,Yes,Moderate,2.25,100.0,6.68,5.6,69.2,73.5,1,No,38.4,39.4,35.7,49.5,41.5,1.65,Fail,F
S04700,Female,17,Bachelor,Low,No,Moderate,4.42,96.9,6.36,3.2,63.8,54.2,1,No,56.4,59.4,63.5,64.0,60.9,2.67,Pass,D
S04701,Female,15,PhD,Medium,Yes,Moderate,4.64,97.3,7.16,1.3,78.7,66.6,4,No,67.6,58.7,60.7,51.4,61.6,2.29,Pass,D
S04702,Male,16,High School,High,Yes,Noisy,4.12,95.4,8.28,4.0,71.9,67.3,1,No,39.2,46.8,49.6,48.2,46.2,2.28,Fail,F
S04703,Female,15,Bachelor,High,Yes,Moderate,3.74,91.9,6.81,4.6,75.6,72.9,1,No,91.1,78.4,79.1,100.0,87.0,3.71,Pass,B
S04704,Male,17,Bachelor,Medium,Yes,Moderate,4.67,81.8,6.8,3.4,65.0,65.6,3,No,42.2,52.7,52.5,44.2,46.4,1.84,Fail,F
S04705,Male,18,Master,Medium,Yes,Quiet,3.41,87.1,6.74,1.8,93.4,77.0,2,No,61.9,48.4,60.8,48.8,53.9,2.26,Pass,D
S04706,Male,18,Bachelor,Medium,Yes,Noisy,2.98,79.8,7.79,4.7,74.1,45.9,2,No,49.6,33.3,47.4,39.5,41.3,1.95,Fail,F
S04707,Female,18,Bachelor,Medium,Yes,Moderate,3.87,76.5,7.85,1.1,69.1,86.6,0,No,68.0,44.8,54.8,62.4,56.3,2.32,Pass,D
S04708,Male,15,Bachelor,Medium,Yes,Quiet,3.57,78.6,5.92,4.1,54.7,69.7,0,No,64.4,57.5,44.1,60.9,59.3,2.22,Pass,D
S04709,Female,16,High School,Medium,Yes,Moderate,4.06,100.0,6.82,0.0,100.0,81.5,0,No,78.5,92.2,82.2,84.2,87.5,3.58,Pass,B
S04710,Female,15,High School,Medium,Yes,Quiet,2.84,81.2,8.11,2.7,56.7,85.6,4,No,40.9,44.6,46.2,31.8,39.6,1.73,Fail,F
S04711,Male,18,Bachelor,Medium,Yes,Quiet,4.09,95.0,6.67,1.7,84.3,72.8,3,No,54.6,62.6,70.5,58.4,60.0,2.35,Pass,D
S04712,Male,17,High School,Low,Yes,Quiet,4.03,100.0,8.39,0.4,89.9,83.0,5,No,81.6,68.0,64.5,64.2,68.2,3.08,Pass,C
S04713,Female,16,Bachelor,Medium,Yes,Quiet,3.26,92.8,7.69,4.5,74.2,75.4,2,No,55.8,53.4,45.4,46.0,52.8,1.99,Pass,D
S04714,Male,15,High School,Low,Yes,Quiet,2.1,77.1,8.76,0.0,86.3,74.8,2,Yes,64.3,67.2,58.0,54.0,58.0,2.56,Pass,D
S04715,Female,15,Bachelor,Medium,Yes,Moderate,4.49,77.6,6.69,4.6,87.4,62.7,3,No,53.2,36.2,52.2,42.2,44.3,1.68,Fail,F
S04716,Male,16,High School,Low,Yes,Noisy,1.55,86.2,7.7,0.2,92.6,88.1,1,Yes,50.2,52.4,67.1,63.0,60.1,2.36,Pass,D
S04717,Female,16,Master,Medium,Yes,Moderate,1.85,100.0,7.73,4.1,89.1,71.6,1,No,36.5,40.8,55.0,47.9,51.4,1.99,Pass,D
S04718,Female,17,Master,High,Yes,Moderate,3.2,99.2,8.08,1.3,75.3,90.9,1,No,59.0,47.6,59.3,50.7,53.8,2.64,Pass,D
S04719,Female,16,High School,Medium,Yes,Noisy,0.5,90.4,7.35,0.0,74.0,53.3,4,No,47.0,41.0,58.5,48.7,45.5,1.11,Fail,F
S04720,Female,17,High School,Low,Yes,Quiet,4.85,83.0,8.11,1.8,100.0,61.1,1,Yes,68.1,64.8,64.5,68.3,67.2,2.68,Pass,C
S04721,Male,18,Bachelor,Medium,Yes,Moderate,3.02,88.8,6.37,3.3,96.4,53.5,1,No,49.2,65.4,53.7,55.0,57.7,2.02,Pass,D
S04722,Male,18,High School,Low,Yes,Quiet,4.85,86.9,6.94,1.2,69.5,86.3,2,Yes,82.0,84.3,68.1,76.9,78.6,3.44,Pass,C
S04723,Female,15,High School,Medium,Yes,Moderate,5.16,86.8,5.51,2.9,85.0,79.0,2,No,67.1,69.6,74.2,77.2,68.0,2.53,Pass,C
S04724,Female,18,High School,Medium,Yes,Quiet,2.81,76.2,6.73,3.5,85.9,46.9,2,No,19.1,35.7,52.2,27.0,34.4,1.58,Fail,F
S04725,Male,18,Master,High,Yes,Noisy,4.62,76.1,6.15,4.7,79.7,57.3,2,Yes,55.3,57.5,40.0,49.1,49.6,2.59,Fail,F
S04726,Male,17,Master,Low,Yes,Quiet,1.73,88.3,7.33,2.6,100.0,53.0,0,No,42.4,33.4,38.6,58.0,41.8,1.48,Fail,F
S04727,Male,15,Bachelor,Medium,Yes,Moderate,3.52,73.4,7.99,4.2,78.4,85.4,2,No,42.7,51.3,43.2,34.4,41.3,1.68,Fail,F
S04728,Male,16,Bachelor,High,Yes,Quiet,2.43,78.7,7.56,3.8,78.8,88.1,1,No,52.9,42.9,45.3,37.5,43.4,2.01,Fail,F
S04729,Male,15,Master,High,Yes,Moderate,3.84,85.3,7.78,2.4,92.3,63.0,0,No,61.3,81.5,69.4,70.4,69.8,3.13,Pass,C
S04730,Male,18,Master,Low,Yes,Moderate,4.06,88.3,7.1,4.2,65.8,39.0,1,Yes,57.8,59.3,49.2,50.9,53.2,1.87,Pass,D
S04731,Female,16,PhD,Medium,Yes,Quiet,2.81,96.2,6.86,3.8,72.1,40.3,1,No,43.5,53.2,47.3,43.5,45.6,1.45,Fail,F
S04732,Male,15,High School,Low,Yes,Quiet,3.65,72.5,5.83,2.3,100.0,89.7,2,No,40.5,61.1,53.7,44.9,51.5,2.01,Pass,D
S04733,Male,15,High School,Medium,Yes,Quiet,4.13,72.5,5.08,3.6,79.6,88.5,3,No,43.2,66.6,45.4,57.1,54.5,2.31,Pass,D
